HPO_ID,Sentence,Ancestor,Rank,Remarks
HP:0020214,"Startle-induced seizures are triggered by multiple and non-specific stimuli (auditory, somatosensory, and rarely visual) and are characterized by their sudden unexpected nature. Sudden noise rather than pure sound is the most effective acoustic stimulus.",HP:0000707,2,Synonym
HP:0012417,Abnormally reduced blood carbon dioxide (CO2) level.,HP:0002086,3,Definition
HP:0005117,Abnormal increase in diastolic blood pressure.,HP:0001626,0,Synonym
HP:0031596,"An anomaly of the PR segment, which begins at the endpoint of the P wave and ends at the onset of the QRS complex. The PR segment is normally flat and isoelectric.",HP:0001626,0,Synonym
HP:0040270,"An abnormal resistance to glucose, i.e., a reduction in the ability to maintain glucose levels in the blood stream within normal limits following oral or intravenous administration of glucose.",HP:0001939,0,Synonym
HP:0010819,"Atonic seizure is a type of motor seizure characterized by a sudden loss or diminution of muscle tone without apparent preceding myoclonic or tonic event lasting about 1 to 2 seconds, involving head, trunk, jaw, or limb musculature.",HP:0000707,1,Synonym
HP:0005207,Hypertrophy of the stomach.,HP:0025031,1,Definition
HP:0500225,Any deviation from the normal concentration of serine-family amino acids in the cerebrospinal fluid.,HP:0001939,4,Definition
HP:0031740,A functional anomaly of the medial rectus muscle or lateral rectus muscle.,HP:0000478,13,Definition
HP:0100832,"Deposits of various size, shape, consistency, refractive index, and motility within the eye's vitreous humour, which is normally transparent.",HP:0000478,0,Synonym
HP:0007641,A form of colorblindness in which only two of the three fundamental colors can be distinguished due to a lack of one of the retinal cone pigments.,HP:0000478,0,Definition
HP:0410183,An anomaly in the level of glucose-6-phosphate dehydrogenase in leukocytes.,HP:0001939,1,Definition
HP:0025233,An inability to move the body at sleep onset or upon awakening from sleep lasting seconds to a few minutes.,HP:0000707,5,Synonym
HP:0031554,Reduced level of CD55 on the granulocyte surface as assessed by flow cytometry.,HP:0025354,2,Definition
HP:0025381,"Circulating antipituitary antibodies (APA) are markers of autoimmune hypophysitis, which may cause deficient pituitary function.",HP:0002715,1,Synonym
HP:0002188,Delayed myelination in the central nervous system.,HP:0000707,0,Synonym
HP:0012025,Deviation from the normal concentration of ornithine in the blood circulation.,HP:0001939,6,Definition
HP:0001714,Enlargement of the cardiac ventricular muscle tissue with increase in the width of the wall of the ventricle and loss of elasticity. Ventricular hypertrophy is clinically differentiated into left and right ventricular hypertrophy.,HP:0001626,0,Synonym
HP:0004854,"Reduced platelet count that occurs sporadically, i.e., it comes and goes.",HP:0001871,4,Synonym
HP:0012384,Inflammation of the nasal mucosa with nasal congestion.,HP:0000152,11,Synonym
HP:0003542,An increased concentration of pyruvate in the blood.,HP:0001939,0,Synonym
HP:0008988,"Muscular atrophy affecting the muscles that attach to the pelvic girdle (the gluteal muscles, the lateral rotators, adductor magnus, adductor brevis, adductor longus, pectineus, and gracilis muscles).",HP:0003011,0,Synonym
HP:0011541,"Crossing of the inflow streams of the two ventricles, due to an apparent twisting of the heart about its long axis.",HP:0001626,0,Synonym
HP:0001152,An abnormality of tracking eye movements in which smooth pursuit is interrupted by an abnormally high number of saccadic movements.,HP:0000478,0,Synonym
HP:0001315,"Diminution of tendon reflexes, which is an invariable sign of peripheral nerve disease.",HP:0000707,2,Synonym
HP:0009798,A goiter that is not associated with functional thyroid abnormalities.,HP:0000818,0,Synonym
HP:0025491,Narrowing of a vein due to intimal hyperplasia and fibrosis.,HP:0001626,0,Synonym
HP:0012175,Poor anticoagulant response to activated protein C. A plasma is termed 'APC resistant' when the addition of exogenous APC fails to prolong its clotting time in an activated partial thromboplastin time assay.,HP:0001871,3,Synonym
HP:0004791,"Defect in the epithelium of the esophagus, essentially an open sore in the lining of the esophagus.",HP:0025031,5,Definition
HP:0002905,An abnormally increased phosphate concentration in the blood.,HP:0001939,1,Definition
HP:0002778,A structural anomaly of the trachea.,HP:0002086,1,Definition
HP:0410323,Hypersensitivity in form of an adverse immune reaction against drugs.,HP:0002715,2,Synonym
HP:0000629,Increase in periorbital soft tissue.,HP:0000152,6,Synonym
HP:0031629,Reduced ability to walk in a straight line while placing the feet heel to toe.,HP:0000707,12,Synonym
HP:0500030,Change in normal glycogen storage content.,HP:0025031,10,Definition
HP:0025553,"Subcutaneous bleeding with a diameter greater than 1 cm (ecchymosis). The bleeding does not extend into the tarsal plate (the comparatively thick, elongated plates of dense connective tissue within the eyelid) due to an anatomic structure called the orbital septum, which limits extravasation of blood beyond the tarsal plate.",HP:0000152,11,Synonym
HP:0000867,Secondary hyperparathyroidism refers to the production of higher than normal levels of parathyroid hormone in the presence of hypocalcemia.,HP:0000818,0,Definition
HP:0100874,"Increased density of hairs, i.e., and elevated number of hairs per unit area.",HP:0001574,15,Definition
HP:0025137,A reduction below normal limits of estriol in the circulation.,HP:0000818,0,Definition
HP:0032894,"Any form of seizure occurring at the time of a fever (temperature at or above 38.0 degrees Celcius) without infection of the central nervous system, and without an alternative cause such as severe metabolic derangement, occurring at any age.",HP:0000707,0,Synonym
HP:0100025,A form of hypersociability that presents as mostly inappropriate people-orientation and friendliness towards others on an inadequate level which might go as far as being dangerous considering for example young children following strangers without restriction.,HP:0000707,6,Synonym
HP:0200114,Metabolic alkalosis is defined as a disease state where the pH is elevated to greater than 7.45 secondary to some metabolic process.,HP:0001939,0,Synonym
HP:0031540,Presence of IgG antibodies in the dermoepidermal junction that are distributed in a linear pattern. This feature can be appreciated by immunofluorescence microscopy.,HP:0001574,8,Definition
HP:0025470,"A type of hair loss characterized by an abnormal increase in dormant, telogen stage hair follicles.",HP:0001574,15,Definition
HP:0007957,A reduction of corneal clarity.,HP:0000478,1,Synonym
HP:0040200,"The inability to maintain postures or positions (such as keeping eyes closed, protruding the tongue, maintaining conjugate gaze steadily in a fixed direction, or making a prolonged 'ah' sound) without repeated prompts.",HP:0000707,3,Synonym
HP:0410338,Hypersensitivity in form of an adverse immune reaction against plant products.,HP:0002715,2,Synonym
HP:0100681,A developmental disorder in which there is a duplication of a portion of the muscle and submucosa of the esophagus without epithelial duplication.,HP:0025031,3,Definition
HP:0031800,"An increased concentration in blood of apolipoprotein A-II, a major component of HDL particles, associated with triglyceride and glucose metabolism.",HP:0001939,1,Synonym
HP:0001069,Intermittent episodes of abnormally increased perspiration.,HP:0001574,16,Definition
HP:0008070,Reduced density of hairs.,HP:0001574,19,Definition
HP:0008401,Thickened toenails.,HP:0001574,7,Definition
HP:0025162,"Temper tantrums whose severity is more severe than usual. For instance, a temper tantrum might be considered to be severe if a child loses control so completely that the child cannot control the tantrum on its own, continuing until it becomes exhausted or a parent intervenes.",HP:0000707,5,Synonym
HP:0032018,A type of peripheral neuropathy that happens when there is damage to two or more different nerve areas characterized by peripheral neuropathy of both the motor and sensory nerves of at least two different nerve trunks. Different nerves are affected either simultaneously or sequentially.,HP:0000707,0,Synonym
HP:0025017,Reduced resistance to rupture of capillary blood vessels. Capillary fragility may manifest as a bleeding diathesis with spontaneous ecchymoses (bruises).,HP:0001626,0,Synonym
HP:0031544,An elevated level of propionylcarnitine in the circulation. Propionylcarnitine is present in high abundance in the urine of patients with Methylmalonyl-CoA mutase (MUT) deficiency.,HP:0001939,0,Synonym
HP:0002187,Profound mental retardation is defined as an intelligence quotient (IQ) below 20.,HP:0000707,5,Synonym
HP:0200034,"A circumscribed, solid elevation of skin with no visible fluid, varying in size from a pinhead to less than 10mm in diameter at the widest point.",HP:0001574,5,Definition
HP:0031124,Decreased cell membrane concentration of thromboxane A2 receptor that is stimulated by thromboxane A2 (TBXA2).,HP:0001871,5,Synonym
HP:0000750,A degree of language development that is significantly below the norm for a child of a specified age.,HP:0000707,8,Synonym
HP:0012754,Increased amount of myelin in the central nervous system.,HP:0000707,1,Synonym
HP:0011003,A severe form of myopia with greater than -6.00 diopters.,HP:0000478,2,Synonym
HP:0000832,A type of hypothyroidism that results from a defect in the thyroid gland.,HP:0000818,0,Definition
HP:0001995,Acidosis (pH less than 7.35) that develops with an increase in ionic chloride.,HP:0001939,4,Definition
HP:0012629,Tremulousness (trembling) of the lens of the eye.,HP:0000478,0,Definition
HP:0032071,"The presence of eosinophils in lung tissue, generally as detected by tissue biopsy, with or without blood eosinophilia.",HP:0002086,2,Synonym
HP:0001598,The natural longitudinal (posterodistal) convex arch is not present or is inverted.,HP:0001574,5,Definition
HP:0000032,An abnormality of male external genitalia.,HP:0000119,2,Definition
HP:0025329,The presence of autoantibodies (immunoglobulins) in the serum that react against glutamic acid decarboxylase.,HP:0002715,1,Synonym
HP:0031799,"Reduced criculating level of apolipoprotein AI, which is the major protein component of high density lipoprotein (HDL) in plasma. Defects in this gene are associated with HDL deficiencies, including Tangier disease.",HP:0001939,2,Synonym
HP:0005208,Watery voluminous diarrhea resulting from an imbalance between ion and water secretion and absorption.,HP:0025031,0,Definition
HP:0031032,A reduced blood concentration of retinol-binding protein. This finding predicts vitamin A deficiency with high sensitivity and specificity.,HP:0001939,5,Definition
HP:0001962,"A sensation that the heart is pounding or racing, which is a non-specific sign but may be a manifestation of arrhythmia.",HP:0001626,0,Synonym
HP:0012418,An abnormally low level of blood oxygen.,HP:0002086,3,Definition
HP:0031347,An anomalous configuration of blood vessels that shunts arterial blood directly into veins without passing through the capillaries and that is located in the uterus.,HP:0001626,2,Synonym
HP:0001480,"The presence of an increased number of freckles, small circular spots on the skin that are darker than the surrounding skin because of deposits of melanin.",HP:0001574,3,Definition
HP:0031358,"Absence of wakefulness and conscience, but (in contrast to coma) with involuntary opening of the eyes and movements (such as teeth grinding, yawning, or thrashing of the extremities).",HP:0000707,7,Synonym
HP:0000415,Abnormality of the choanae (the posterior nasal apertures).,HP:0000152,5,Synonym
HP:0006581,An abnormal reduction in the number of mitochondria in hepatocytes.,HP:0025031,15,Definition
HP:0000358,"A type of abnormal location of the ears in which the position of the ears is characterized by posterior rotation (the superior part of the ears is rotated towards the back of the head, and the inferior part of the ears towards the front).",HP:0000598,0,Synonym
HP:0031415,"An increased concentration of calcitriol in the blood. Calcitriol is also known as 1,25-dihydroxycholecalciferol or 1,25-dihydroxyvitamin D3.",HP:0001939,5,Definition
HP:0003493,The presence of autoantibodies in the serum that react against nuclei or nuclear components.,HP:0002715,3,Synonym
HP:0100033,"Repeated, individually recognizable, intermittent movements or movement fragments that are almost always briefly suppresable and are usually associated with awareness of an urge to perform the movement.",HP:0000707,7,Synonym
HP:0003138,An increased amount of nitrogen in the form of urea in the blood.,HP:0001939,4,Definition
HP:0008402,"Longitudinal, linear prominences in the fingernail plate.",HP:0001574,8,Definition
HP:0025161,Temper tantrums that occur more frequently than usual.,HP:0000707,11,Synonym
HP:0030604,"An abnormality observed by retinal fluorescein angiography, which involves the intravenous injection of fluorescein dye followed by fluorescent imaging of the fundus immediately after injection and for up to ten minutes thereafter. It can be used to study various retinal abnormalities including especially anomalies of the choroidal and retinal circulation.",HP:0000478,2,Definition
HP:0040227,Decrease of these levels result in increased inhibition of fibrinolysis and reduced inhibition of coagulation,HP:0001871,3,Synonym
HP:0100028,Mislocalised thyroid gland.,HP:0000818,1,Synonym
HP:0004452,"An abnormality of the middle-ear ossicles (three small bones called malleus, incus, and stapes) that are contained within the middle ear and serve to transmit sounds from the air to the fluid-filled labyrinth (cochlea).",HP:0000598,1,Synonym
HP:0410335,Hypersensitivity in form of an adverse immune reaction against insects.,HP:0002715,1,Synonym
HP:0008357,Decreased activity of coagulation factor XIII (also known as fibrin stabilizing factor). Activated Factor XIII cross-links fibrin polymers solidifying the clot.,HP:0001871,3,Synonym
HP:0200001,A type of dysharmonic skeletal maturation in which there is an acceleration in skeletal maturation whose degree differs markedly in different bones.,HP:0000924,2,Synonym
HP:0031316,A structural anomaly of the muscle layer of the heart wall of a cardiac ventricle.,HP:0001626,1,Synonym
HP:0004378,Abnormality of the anal canal.,HP:0025031,5,Definition
HP:0031944,"An increase in the thickness of the pleura, generally related to scarring of the pleural tissue.",HP:0002086,5,Definition
HP:0007387,Underdevelopment of the sweat glands.,HP:0001574,5,Definition
HP:0012249,"An electrocardiographic anomaly of the ST segment, which is the segment that connects the QRS complex and the T wave. The ST segment normally has a duration of 80 to 120 ms, is flat and at the same level (isoelectric) as the PR and TP segment.",HP:0001626,0,Synonym
HP:0025465,A deviation from the normal concentration of beta globulin. The beta globulins are a group of globular (globe-shaped) proteins in blood.,HP:0001939,7,Synonym
HP:0031539,Presence of IgA antibodies in the dermoepidermal junction that are distributed in a linear pattern. This feature can be appreciated by immunofluorescence microscopy.,HP:0001574,7,Definition
HP:0031588,"A conspicuously unhappy disposition characterized by negative assumptions, self-defeating talk, fear of failure, and negative ruminations about past events.",HP:0000707,9,Synonym
HP:0030998,Drainage of cerebrospinal fluid through the nose. This can occur when there is a fistula between the dura and the skull base and discharge of cerebrospinal fluid (CSF) from the nose.,HP:0000707,4,Synonym
HP:0001083,"Dislocation or malposition of the crystalline lens of the eye. A partial displacement (or dislocation) of the lens is described as a subluxation of the lens, while a complete displacement is termed luxation of the lens. A complete displacement occurs if the lens is completely outside the patellar fossa of the lens, either in the anterior chamber, in the vitreous, or directly on the retina. If the lens is partially displaced but still contained within the lens space, then it is termed subluxation.",HP:0000478,0,Synonym
HP:0100256,Senile plaques are extracellular deposits of amyloid in the gray matter of the brain.,HP:0000707,2,Synonym
HP:0001883,"A deformity of foot and ankle that has different subtypes that are talipes equinovarus, talipes equinovalgus, talipes calcaneovarus and talipes calcaneovalgus.",HP:0040064,3,Synonym
HP:0006889,Borderline intellectual disability is defined as an intelligence quotient (IQ) in the range of 70-85.,HP:0000707,4,Synonym
HP:0045005,"A neural tube defect arises when the neural tube, the embryonic precursor of the brain and spinal cord, fails to close during neurulation. The cranial region (anencephaly) or the low spine (open spina bifida; myelomeningocele) are most commonly affected although, in the severe NTD craniorachischisis, almost the entire neural tube remains open, from midbrain to low spine.",HP:0000707,1,Synonym
HP:0012358,"An anomaly of protein O-linked glycosylation, i.e., of the process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the hydroxyl group of a serine or threonine residue.",HP:0001939,4,Definition
HP:0005115,"A type of arrhythmia that originates above the ventricles, whereby the electrical impulse propagates down the normal His Purkinje system similar to normal sinus rhythm.",HP:0001626,0,Synonym
HP:0005352,A primary immune deficiency that is characterized by defects or deficiencies of T-lymphocytes that causes specific susceptibility to intracellular micro-organisms.,HP:0002715,0,Definition
HP:0500231,Any deviation from the normal concentration of pyruvate-family amino acids in the cerebrospinal fluid.,HP:0001939,3,Definition
HP:0002282,"Heterotopia or neuronal heterotopia are macroscopic clusters of misplaced neurons (gray matter), most often situated along the ventricular walls or within the subcortical white matter.",HP:0000707,0,Synonym
HP:0031985,"An exudate is a mass of fluid and cells that has seeped out of blood vessels or an organ, usually related to inflammation. In the esophagus, exudates usually present as whitish plagues on the surface of the esophageal mucosa.",HP:0025031,2,Definition
HP:0500195,Any deviation from the normal concentration of glutamine-family amino acids in the cerebrospinal fluid.,HP:0001939,3,Definition
HP:0032552,An anomaly of the rhythmic throbbing of an artery that reflects the widening of the artery as blood flows through it and is caused by successive contractions of the heart.,HP:0001626,0,Synonym
HP:0012347,"An anomaly of protein N-linked glycosylation, i.e., an abnormality of the protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via a nitrogen atom in an amino acid residue in a protein.",HP:0001939,1,Synonym
HP:0002425,A defect in the motor ability that enables speech.,HP:0000707,4,Synonym
HP:0045053,Any abnormality of the lumbosacral nerve plexus.,HP:0000707,2,Synonym
HP:0001987,An increased concentration of ammonia in the blood.,HP:0001939,6,Definition
HP:0012416,Abnormally elevated blood carbon dioxide (CO2) level.,HP:0002086,3,Definition
HP:0002329,Excessive daytime sleepiness.,HP:0000707,10,Synonym
HP:0005116,"Abnormal tortuous (i.e., twisted) form of arteries.",HP:0001626,0,Synonym
HP:0010491,A narrow segment of significantly reduced circumference of a digit.,HP:0001197,1,Synonym
HP:0001596,"A noncongenital process of hair loss, which may progress to partial or complete baldness.",HP:0001574,13,Definition
HP:0012722,Impaired conduction of cardiac impulse occurring anywhere along the conduction pathway.,HP:0001626,0,Synonym
HP:0005206,Cyst-like space not lined by epithelium and contained within the pancreas. Pancreatic pseudocysts are often associated with pancreatitis.,HP:0025031,4,Definition
HP:0003304,"Spondylolysis is an osseous defect of the pars interarticularis, thought to be a developmental or acquired stress fracture secondary to chronic low-grade trauma.",HP:0000924,0,Synonym
HP:0001070,Patchy and irregular skin pigmentation.,HP:0001574,12,Definition
HP:0010553,"An acute dystonic reaction with blepharospasm, periorbital twitches, and protracted fixed staring episodes. There may be a maximal upward deviation of the eyes in the sustained fashion. Oculogyric crisis can be triggered by a number of factors including neuroleptic medications.",HP:0000707,4,Synonym
HP:0100510,A reduced concentration of Vitamin C.,HP:0001939,4,Definition
HP:0033034,"The presence autoantibodies in the serum that react do different citrullinated antigens, including filaggrin, fibrinogen, vimentin and collagen.",HP:0002715,1,Synonym
HP:0009004,Underdevelopment of the musculature.,HP:0003011,0,Definition
HP:0011136,Absence of the sweat glands.,HP:0001574,7,Definition
HP:0032975,Any deviation from the normal concentration of protein in the bronchoalveolar fluid.,HP:0002086,0,Synonym
HP:0031284,Recurrent episodes of redness of the skin together with a sensation of warmth or burning of the affected areas of skin.,HP:0001574,4,Definition
HP:0000419,An abnormality of the nasal septum.,HP:0000152,8,Synonym
HP:0007772,"An impairment of the ability to track objects with the ocular smooth pursuit system, a class of rather slow eye movements that minimizes retinal target motion.",HP:0000478,0,Definition
HP:0006695,A defect of the atrioventricular septum of the heart.,HP:0001626,1,Synonym
HP:0032327,"Cystic collection (sac-like, fluid containing pocket of membranous tissue) located in the interhemispheric fissure, with or without communication with the ventricular system.",HP:0000707,5,Synonym
HP:0002121,"A generalized non-motor (absence) seizure is a type of a type of dialeptic seizure that is of electrographically generalized onset. It is a generalized seizure characterised by an interruption of activities, a blank stare, and usually the person will be unresponsive when spoken to. Any ictal motor phenomena are minor in comparison to these non-motor features.",HP:0000707,0,Synonym
HP:0100797,An abnormality of the development of the toenails.,HP:0001574,2,Definition
HP:0031798,"Increased circulating level of apolipoprotein B, which is the main apolipoprotein of chylomicrons and low density lipoproteins. It occurs in plasma as two main isoforms, apoB-48 and apoB-100.",HP:0001939,1,Synonym
HP:0030681,"Any structural anomaly of the muscular columns which project from the inner surface of the right and left ventricles of the heart (cardiac trabeculae, trabeculae carneae).",HP:0001626,2,Synonym
HP:0012419,An abnormally high level of blood oxygen.,HP:0002086,5,Definition
HP:0000280,"Absence of fine and sharp appearance of brows, nose, lips, mouth, and chin, usually because of rounded and heavy features or thickened skin with or without thickening of subcutaneous and bony tissues.",HP:0000152,4,Synonym
HP:0030105,"Deviation from normal in the amount of delta sarcoglycan in muscle. The alpha, beta, gamma, and delta sarcoglycans are components of the dystrophin-complex. They are all N-glycosylated transmembrane proteins with a short intra-cellular domain, a single transmembrane region and a large extra-cellular domain containing a cluster of conserved cysteines.",HP:0003011,3,Synonym
HP:0012714,A severe form of hearing impairment.,HP:0000598,2,Synonym
HP:0030025,"Small indentation in the lower part of the ascending helix, concha, or in the crus helix.",HP:0000598,7,Synonym
HP:0031280,An abnormally high amount of luteinizing hormone (LH) is released upon gonadotropin-releasing hormone stimulation test.,HP:0000818,0,Definition
HP:0031710,A tendency to tilt the head towards the left shoulder to compensate for a limitation of eye movement.,HP:0000478,1,Definition
HP:0005622,"Increased cross-section (diameter) of the long bones. Note that widening may primarily affect specific regions of long bones (e.g., diaphysis or metaphysis), but this should be coded separately.",HP:0000924,4,Synonym
HP:0011975,Partial or complete loss of hearing following ingestion of aminoglycoside antibiotics.,HP:0000598,0,Synonym
HP:0033030,The presence of autoantibodies in the serum that react to the glomerular basement membrane.,HP:0002715,1,Synonym
HP:0025469,An abnormal loss of anagen (growth phase) hairs.,HP:0001574,12,Definition
HP:0011139,"Gastric duplication is a usually cystic malformation of gastrointestinal tract, usually attached to the greater curvature of the stomach and has no communication with the stomach.",HP:0025031,4,Definition
HP:0004835,The presence of erythrocytes that are sphere-shaped and reduced in size.,HP:0001871,2,Synonym
HP:0007166,"Episodic bouts of involuntary movements with dystonic, choreic, ballistic movements, or a combination thereof. There is no loss of consciousness during the attacks.",HP:0000707,1,Synonym
HP:0012245,Development of the reproductive system is inconsistent with the chromosomal sex.,HP:0000119,2,Definition
HP:0008330,Decreased activity of von Willebrand factor. Von Willebrand factor mediates the adhesion of platelets to the collagen exposed on endothelial cell surfaces.,HP:0001871,4,Synonym
HP:0010751,A persistent midline depression of the skin over the fat pad of the chin.,HP:0000152,9,Synonym
HP:0031938,"Any structural anomaly of the conus terminalis, which is the distal bulbous part of the spinal cord at the location where the spinal cord tapers and ends (usually between the L1 and L2 lumbar vertebrae).",HP:0000707,3,Synonym
HP:0002267,"An exaggerated startle reaction in response to a sudden unexpected visual or acoustic stimulus, or a quick movement near the face.",HP:0000707,2,Synonym
HP:0012151,The presence of blood in the pleural space.,HP:0002086,7,Definition
HP:0025426,Any anomaly of the morphology of the bronchi.,HP:0002086,2,Definition
HP:0032266,The presence of autoantibodies (immunoglobulins) in the cerebrospinal fluid (CSF) that react against the NMDA (N-methyl-D-aspartate)-type glutamate receptor.,HP:0002715,1,Synonym
HP:0033073,"Intradermal urate crystal deposits appeared as small, superficial, pustule-like, whitish lesions. The lesions may be the focus of inflammatory episodes with increasing pain, swelling, and erythema of the intradermal tophi.",HP:0001574,8,Definition
HP:0031668,"A heart murmur that occurs during diastole, i.e., in the time between S2 and the subsequent S1.",HP:0001626,0,Synonym
HP:0011907,A reduction in the ratio of production of alpha globin to that of beta globin. This is the major abnormality in the various forms of alpha thalassemia.,HP:0001871,2,Synonym
HP:0011367,Yellowish discoloration of the nails.,HP:0001574,6,Definition
HP:0006527,A lymphocyte-predominant infiltration of the lungs characterized by bibasilar pulmonary infiltrates with dense interstitial accumulations of lymphocytes and plasma cells.,HP:0002086,5,Definition
HP:0030113,A deviation from normal in the expression of dysferlin in muscle tissue. Dysferlin is an ubiquitous 230-KDa transmembrane protein involved in calcium-mediated sarcolemma resealing.,HP:0003011,3,Synonym
HP:0012538,"A detrimental reaction to the presence of gluten in food, which may include abdominal pain, fatigue, headaches and paresthesia, or celiac disease.",HP:0001939,10,Definition
HP:0005324,"An abnormality of the gestures or movements executed with the facial muscles with which emotions such as fear, joy, sadness, surprise, and disgust can be expressed.",HP:0000152,6,Synonym
HP:0001256,Mild intellectual disability is defined as an intelligence quotient (IQ) in the range of 50-69.,HP:0000707,4,Synonym
HP:0008258,A type of adrenal hyperplasia with congenital onset.,HP:0000818,1,Definition
HP:0011617,"An abnormality of the pulmonary situs, i.e., of the sidedness of the morphological right and left lungs, in which the morphology of both left and right lungs is the same.",HP:0002086,2,Definition
HP:0006610,A larger than usual distance between the left and right nipple.,HP:0000769,0,Definition
HP:0012394,Allergy to iodine contrast media used in radiological studies.,HP:0002715,14,Synonym
HP:0031881,"A form of watery eye associated with obstruction of the nasolacrimal system. This may arise at the level of the punctum, the canaliculi, the sac or the nasolacrimal duct.",HP:0000478,1,Definition
HP:0100738,Abnormal eating habit with excessive or insufficient consumption of food or any other abnormal pattern of food consumption.,HP:0000707,15,Synonym
HP:0020183,"A measurable elevation in circulating levels of Atrial natriuretic peptide hormone, a protein which plays an important role in the regulation of body fluid volume and blood pressure.",HP:0001939,4,Definition
HP:0006698,A localized outpouching of ventricular cavity that is generally associated with dyskinesia and paradoxical expansion during systole.,HP:0001626,0,Synonym
HP:0002492,"Abnormality of the corticospinal tract, which is the chief element of the pyramidal system (the principle motor tract) and is the only direct connection between the cerebrum and the spinal cord.",HP:0000707,1,Synonym
HP:0031318,A nonparallel arrangement of cardiac myocytes.,HP:0001626,1,Synonym
HP:0001954,Periodic (episodic or recurrent) bouts of fever.,HP:0001939,14,Synonym
HP:0003777,"Pili (from Latin pilus, hair) torti (from Latin tortus, twisted) refers to short and brittle hairs that appear flattened and twisted when viewed through a microscope.",HP:0001574,3,Definition
HP:0007126,Amyotrophy (muscular atrophy) affecting the proximal musculature.,HP:0003011,0,Definition
