HPO_ID,Sentence,Ancestor,Rank,Remarks
HP:0031550,"Any abnormal result of flow cytometry, a method that suspends cells in a stream of fluid and passes them through an electronic detection apparatus in order to assess cell count or measure biomarkers or surface molecules.",HP:0025354,0,Definition
HP:0011425,An finding upon obstetric ultrasound examination performed at around 16 to 20 weeks of gestation that is abnormal but not clearly identifiable as a fetal anatomic malformation or growth restriction. Such findings are known as soft markers since they are associated with increased risk for fetal aneuploidy or other disorders.,HP:0001197,1,Synonym
HP:0500015,Abnormal test result of cardiovascular physiology.,HP:0001626,0,Synonym
HP:0000234,An abnormality of the head.,HP:0000152,1,Synonym
HP:0011138,"An abnormality of the skin adnexa (skin appendages), which are specialized skin structures located within the dermis and focally within the subcutaneous fatty tissue, comprising three histologically distinct structures: (1) the pilosebaceous unit (hair follicle and sebaceous glands); (2) the eccrine sweat glands; and (3) the apocrine glands.",HP:0001574,3,Definition
HP:0001510,A deficiency or slowing down of growth pre- and postnatally.,HP:0001507,0,Synonym
HP:0031093,Any anomaly of the structure of the breast.,HP:0000769,0,Definition
HP:0500001,A perceived unpleasant smell given off by the body.,HP:0025142,2,Definition
HP:0100271,Hyponasal speech is when there is an abnormally reduced nasal airflow during speech often in a setting of nasal obstruction or congestion.,HP:0001608,1,Synonym
HP:0031217,"Sudden feelings of warmth that are generally most pronounced over the face, neck and chest.",HP:0025142,3,Definition
HP:0020169,An anomlous response to a medication related to individual variation in metabolic or immune response to drugs varying from potentially from potentially life-threatening adverse drug reactions to alteration of therapeutic efficacy.,HP:0001939,1,Definition
HP:0009124,"An abnormality of adipose tissue, which is loose connective tissue composed of adipocytes.",HP:0003549,1,Definition
HP:0012372,"A structural anomaly of the globe of the eye, or bulbus oculi.",HP:0000478,1,Definition
HP:0002817,An abnormality of the arm.,HP:0040064,13,Synonym
HP:0041090,A fractured in which a fragment of the pelvic region of trunk bone tears away from the main mass of bone as a result of physical trauma.,HP:0041161,0,Definition
HP:0025429,"Any anomaly of the vocalizing of an infant's crying, i.e.,the typically loud voice production that is accompanied by tears and agitation.",HP:0001608,1,Synonym
HP:0001218,Spontaneous detachment (amputation) of an appendage from the body.,HP:0040064,6,Synonym
HP:0001892,"An abnormal susceptibility to bleeding, often referred to as a bleeding diathesis. A bleeding diathesis may be related to vascular, platelet and coagulation defects.",HP:0001871,4,Synonym
HP:0025144,Involuntary contraction or twitching of the muscles.,HP:0025142,9,Definition
HP:0012029,An abnormal concentration of a hormone in the urine.,HP:0000818,1,Definition
HP:0100589,The presence of a fistula affecting the genitourinary system.,HP:0000119,0,Synonym
HP:0012373,A functional anomaly of the eye.,HP:0000478,1,Definition
HP:0001787,An abnormality of the birth process.,HP:0001197,0,Synonym
HP:0032483,Abnormal level of metabolite or other abnormal analyte result in a stool test.,HP:0001939,0,Synonym
HP:0009025,The presence of an abnormally increased amount of connective tissue.,HP:0003549,0,Definition
HP:0410008,Any abnormality of the part of the nervous system that consists of the nerves and ganglia outside of the brain and spinal cord.,HP:0000707,0,Synonym
HP:0011842,"An abnormality of the form, structure, or size of the skeletal system.",HP:0000924,2,Synonym
HP:0001194,An abnormality of the placenta (the organ that connects the developing fetus to the uterine wall) or of the umbilical cord (the cord that connects the fetus to the placenta).,HP:0001197,0,Synonym
HP:0020047,"Any structural anomaly of a cell of the monocyte, granulocyte, mast cell, megakaryocyte, or erythroid lineage.",HP:0001871,2,Synonym
HP:0005561,An anomaly of the form or number of cells in the bone marrow.,HP:0001871,2,Synonym
HP:0002012,An abnormality of the viscera of the abdomen.,HP:0025031,1,Definition
HP:0012638,A functional anomaly of the nervous system.,HP:0000707,1,Synonym
HP:0031704,Any functional anomaly of the ear.,HP:0000598,0,Synonym
HP:0033012,Any deviation from the normal concentration of a metabolite in saliva.,HP:0001939,1,Synonym
HP:0012252,A structural anomaly of the respiratory system.,HP:0002086,0,Definition
HP:0011843,An abnormality of the function of the skeletal system.,HP:0000924,0,Synonym
HP:0012378,A subjective feeling of tiredness characterized by a lack of energy and motivation.,HP:0025142,3,Definition
HP:0010948,An abnormality of the fetal circulation system or fetal echocardiogram.,HP:0001626,1,Synonym
HP:0012531,"An unpleasant sensory and emotional experience associated with actual or potential tissue damage, or described in terms of such damage.",HP:0025142,12,Definition
HP:0032479,"It is estimated that about 40-70 percent of human embryos produced in vitro fertilization (IVF) and intracytoplasmic sperm injection (ICSI) are viable embryos, whereas others arrest at different early stages of development. The phenotype of preimplantation lethality is inferred if IVF and ICSI cycles fail because all of an individual's embryos are arrested at early stages of development.",HP:0001197,0,Synonym
HP:0001877,Any structural abnormality of erythrocytes (red-blood cells).,HP:0001871,2,Synonym
HP:0025406,A state characterized by a feeling of weakness and loss of strength leading to a generalized weakness of the body.,HP:0025142,1,Definition
HP:0041118,A partial or complete breakage of the upper limb segment.,HP:0040064,3,Synonym
HP:0001557,An abnormality of fetal movement.,HP:0001197,0,Synonym
HP:0000079,An abnormality of the urinary system.,HP:0000119,1,Definition
HP:0002814,An abnormality of the leg.,HP:0040064,6,Synonym
HP:0025276,"Any functional anomaly of the skin adnexa (skin appendages), which are specialized skin structures located within the dermis and focally within the subcutaneous fatty tissue, comprising three histologically distinct structures: (1) the pilosebaceous unit (hair follicle and sebaceous glands); (2) the eccrine sweat glands; and (3) the apocrine glands.",HP:0001574,0,Definition
HP:0011792,Neoplasm categorized according to type of histological abnormality.,HP:0002664,0,Definition
HP:0025116,"An intrauterine state characterized by suboptimal values in the fetal heart rate, oxygenation of fetal blood, or other parameters indicative of compromise of the fetus. Signs of fetal distress include repetitive variable decelerations, fetal tachycardia or bradycardia, late decelerations, or low biophysical profile.",HP:0001197,0,Synonym
HP:0032243,Any deviation from the normal concentration of a metabolite in a tissue.,HP:0001939,0,Synonym
HP:0031169,A pregnancy that extends to 42 weeks of gestation or beyond.,HP:0001197,0,Synonym
HP:0001438,"A structural abnormality of the abdomen ('belly'), that is, the part of the body between the pelvis and the thorax.",HP:0025031,14,Definition
HP:0001609,"Hoarseness refers to a change in the pitch or quality of the voice, with the voice sounding weak, very breathy, scratchy, or husky.",HP:0001608,0,Synonym
HP:0032180,An abnormal level of an analyte measured in the blood.,HP:0001939,4,Synonym
HP:0012337,An anomaly in the processes involved in the maintenance of an internal equilibrium.,HP:0001939,1,Definition
HP:0011793,Neoplasm categorized according to the anatomical site of origin of the neoplasm.,HP:0002664,0,Definition
HP:0031703,Any structural anomaly of the ear.,HP:0000598,0,Synonym
HP:0010766,Deposition of calcium salts in a tissue or location in which calcification does not normally occur.,HP:0000924,11,Synonym
HP:0041117,A partial or complete breakage of the lower limb segment.,HP:0040064,3,Synonym
HP:0001872,An abnormality of platelets.,HP:0001871,2,Synonym
HP:0025143,A sudden sensation of feeling cold.,HP:0025142,4,Definition
HP:0410014,An abnormality of nerve cell cluster or a group of nerve cell bodies located in the autonomic nervous system.,HP:0000707,1,Synonym
HP:0030680,Any structural anomaly of the heart and great vessels.,HP:0001626,1,Synonym
HP:0030753,Loss of one twin occurring after midgestation (17 weeks gestation).,HP:0001197,0,Synonym
HP:0000847,An abnormality of the renin-angiotensin system.,HP:0000818,4,Definition
HP:0031058,"Difficulty in performing one or more activities normally performed every day, such as eating, bathing, dressing, grooming, work, homemaking, and leisure.",HP:0025142,6,Definition
HP:0032245,"An abnormality in the function of the chemical reactions related to processes including conversion of food to enter, synthesis of proteins, lipids, nucleic acids, and carbohydrates, or the elimination of waste products.",HP:0001939,1,Synonym
HP:0025521,"The percentage of fat as a part of total body weight above the norm, usually defined as 32% for females and 25% for males.",HP:0001507,0,Synonym
HP:0004298,The presence of any abnormality affecting the abdominal wall.,HP:0025031,12,Definition
HP:0020054,Any functional abnormality of erythrocytes (red-blood cells).,HP:0001871,2,Synonym
HP:0031071,Any anomaly of the structure of an organ ofthe endocrine system.,HP:0000818,1,Definition
HP:0012680,"An anomaly of the pineal gland,a small endocrine gland in the brain that produces melatonin.",HP:0000818,1,Definition
HP:0031094,Any anomaly of the function of the breast.,HP:0000769,0,Definition
HP:0011804,A functional abnormality of a skeletal muscle.,HP:0003011,3,Synonym
HP:0004323,An abnormal increase or decrease of weight or an abnormal distribution of mass in the body.,HP:0001507,0,Synonym
HP:0100658,A bacterial infection and inflammation of the skin und subcutaneous tissues.,HP:0003549,10,Definition
HP:0001977,Venous or arterial thrombosis (formation of blood clots) of spontaneous nature and which cannot be fully explained by acquired risk (e.g. atherosclerosis).,HP:0001871,1,Synonym
HP:0031072,Any anomaly of the function of the endocrine system.,HP:0000818,0,Definition
HP:0000951,An abnormality of the skin.,HP:0001574,3,Definition
HP:0025033,A structural anomaly of the digestive system.,HP:0025031,0,Definition
HP:0000834,"Abnormality of the adrenal glands, i.e., of the endocrine glands located at the top of the kindneys.",HP:0000818,1,Definition
HP:0031110,"As a result of sharing a single placenta, the blood supplies of monochorionic twin fetuses can become connected, so that they share blood circulation: although each fetus uses its own portion of the placenta, the connecting blood vessels within the placenta allow blood to pass from one twin to the other.Depending on the number, type and direction of the interconnecting blood vessels (anastomoses), blood can be transferred disproportionately from one twin (the donor) to the other (the recipient). This state of transfusion causes the donor twin to have decreased blood volume, retarding the donor's development and growth. The blood volume of the recipient twin is increased, which can strain the fetus's heart and eventually lead to heart failure.",HP:0001197,1,Synonym
HP:0001978,"The process of hematopoiesis occurring outside of the bone marrow (in the liver, thymus, and spleen) in the postnatal organisms.",HP:0001871,1,Synonym
HP:0000002,Deviation from the norm of height with respect to that which is expected according to age and gender norms.,HP:0001507,0,Synonym
HP:0000873,A state of excessive water intake and hypotonic (dilute) polyuria. Diabetes insipidus may be due to failure of vasopressin (AVP) release (central or neurogenic diabetes insipidus) or to a failure of the kidney to respond to AVP (nephrogenic diabetes insipidus).,HP:0000818,1,Definition
HP:0011025,Abnormal functionality of the cardiovascular system.,HP:0001626,0,Synonym
HP:0002597,An abnormality of the vasculature.,HP:0001626,1,Synonym
HP:0025032,A functional anomaly of the digestive system.,HP:0025031,0,Definition
HP:0031801,Any functional anomaly of the vocal cord.,HP:0001608,1,Synonym
HP:0001560,"Abnormality of the amniotic fluid, which is the fluid contained in the amniotic sac surrounding the developing fetus.",HP:0001197,0,Synonym
HP:0010932,An abnormality of a nucleobase metabolic process.,HP:0001939,1,Definition
HP:0100555,A growth pattern that displays an abnormal difference between the left and the right side.,HP:0001507,0,Synonym
HP:0031462,Abnormal reduction in length of a tendon which tends to pull (retract) the attached muscle tissue with shortening of the muscle fibers often accompanied by atrophy and fatty degeneration of the affected muscle tissue.,HP:0003549,0,Definition
HP:0031170,Fetal masculinization of female external genitalia.,HP:0001197,0,Synonym
HP:0032207,Any deviation from the normal concentration of a metabolite in cerebrospinal fluid.,HP:0001939,2,Synonym
HP:0003117,An abnormal concentration of a hormone in the blood.,HP:0000818,1,Synonym
HP:0030853,An abnormality in which the internal thoraco-abdominal organs demonstrate abnormal arrangement across the left-right axis of the body.,HP:0001507,3,Synonym
HP:0001620,An abnormal increase in the pitch (frequency) of the voice.,HP:0001608,0,Synonym
HP:0000078,An abnormality of the genital system.,HP:0000119,1,Definition
HP:0000864,"Abnormality of the pituitary gland (also known as hypophysis), which is an endocrine gland that protrudes from the bottom of the hypothalamus at the base of the brain. The pituitary gland secretes the hormones ACTH, TSH, PRL, GH, endorphins, FSH, LH, oxytocin, and antidiuretic hormone. The secretion of hormones from the anterior pituitary is under the strict control of hypothalamic hormones, and the posterior pituitary is essentially an extension of the hypothalamus, so that hypothalamus and pituitary gland may be regarded as a functional unit.",HP:0000818,2,Definition
HP:0100758,A serious and potentially life-threatening condition that arises when a considerable mass of body tissue dies (necrosis).,HP:0025142,8,Definition
HP:0030166,Occurence of excessive sweating during sleep.,HP:0025142,6,Definition
HP:0001611,A type of speech characterized by the presence of an abnormally increased nasal airflow during speech.,HP:0001608,1,Synonym
HP:0025021,"A deviation from normal range of the erythrocyte sedimentation rate (ESR), a test that measures the distance that erythrocytes have fallen after one hour in a vertical column of anticoagulated blood under the influence of gravity. The ESR is a nonspecific finding. An elevation may indicate inflammation or may be caused by any condition that elevates fibrinogen. A decreased ESR may be seen in polycythemia or in certain blood diseases in which red blood cells have an irregular or smaller shape that causes slower settling.",HP:0001939,3,Synonym
HP:0001946,Presence of elevated levels of ketone bodies in the body.,HP:0001939,2,Synonym
HP:0000820,An abnormality of the thyroid gland.,HP:0000818,1,Definition
HP:0001623,A position of the fetus at delivery in which the fetus enters the birth canal with the buttocks or feet first.,HP:0001197,0,Synonym
HP:0004447,The presence of abnormally shaped erythrocytes.,HP:0001871,1,Synonym
HP:0010496,Abnormal increase in size of the lower limbs (due to an increase of the size of cells).,HP:0040064,3,Synonym
HP:0020110,A partial or complete breakage of the continuity of a bone.,HP:0000924,10,Synonym
HP:0100022,An abnormality of movement with a neurological basis characterized by changes in coordination and speed of voluntary movements.,HP:0000707,1,Synonym
HP:0012769,A deviation from normal of the length of the arm span (length from one end of an individual's arms measured at the fingertips to the other when raised parallel to the ground at shoulder height at a one-hundred eighty degree angle),HP:0040064,4,Synonym
HP:0410016,An abnormality of nerve cell cluster or a group of nerve cell bodies located in the autonomic nervous system of the cranium.,HP:0000707,1,Synonym
HP:0031205,Reduction in the activity of lysosomal acid lipase (LAL) in the blood. Lysosomal lipase activity is measured. LAL hydrolyzes cholesteryl esters derived from cell internalization of plasma lipoproteins.,HP:0001939,2,Synonym
HP:0001965,"Any anomaly of the scalp, the skin an subcutaneous tissue of the head on which head hair grows.",HP:0000152,1,Synonym
HP:0032519,"Burr cells, also known as echinocytes, have a speculated border over the entire cell surface. Burr cells are commonly found in both end-stage renal disease and liver disease. Small numbers of Burr cells are commonly found in healthy individuals.",HP:0001871,6,Synonym
HP:0025008,Downward movement of the trachea during inspiration due to downward traction on the tracheobronchial tree.,HP:0002086,0,Synonym
HP:0031835,An abnormal level of catalysis of the reaction: 2 superoxide + 2 H+ = O2 + hydrogen peroxide.,HP:0001939,0,Definition
HP:0031063,Applies to an individual who needs partial or total help with feeding or requires parenteral feeding.,HP:0025142,14,Definition
HP:0001732,An abnormality of the pancreas.,HP:0025031,2,Definition
HP:0410019,Pain that is localized to the region of the upper abdomen immediately below the ribs.,HP:0025142,2,Definition
HP:0500005,Pain in and around the anus or rectum (perianal region).,HP:0025142,3,Definition
HP:0031411,"Any structural anomaly of a chromosome, which is a thread like molecule consisting of DNA and proteins (chromatin) that contains DNA sequences for genes and other genetic elements in linear order.",HP:0025354,6,Definition
HP:0006536,Obstruction of conducting airways of the lung.,HP:0002086,0,Synonym
HP:0410144,"An abnormality in the biotinidase level, an enzyme that releases biotin from biocytin, the product of biotin-dependent carboxylases degradation.",HP:0001939,1,Definition
HP:0025421,The presence of free air in the mediastinum.,HP:0045027,1,Definition
HP:0002973,An abnormality of the lower arm.,HP:0040064,15,Synonym
HP:0001279,"Syncope refers to a generalized weakness of muscles with loss of postural tone, inability to stand upright, and loss of consciousness. Once the patient is in a horizontal position, blood flow to the brain is no longer hindered by gravitation and consciousness is regained. Unconsciousness usually lasts for seconds to minutes. Headache and drowsiness (which usually follow seizures) do not follow a syncopal attack. Syncope results from a sudden impairment of brain metabolism usually due to a reduction in cerebral blood flow.",HP:0001626,1,Synonym
HP:0001635,The presence of an abnormality of cardiac function that is responsible for the failure of the heart to pump blood at a rate that is commensurate with the needs of the tissues or a state in which abnormally elevated filling pressures are required for the heart to do so. Heart failure is frequently related to a defect in myocardial contraction.,HP:0001626,0,Synonym
HP:0040286,A structural anomaly of the muscles of the trunk and head.,HP:0003011,1,Definition
HP:0000475,Increased side-to-side width of the neck.,HP:0000152,1,Synonym
HP:0004303,"Any abnormality of the skeletal muscle cell. Muscle fibers are subdivided into two types. Type I fibers are fatigue-resistant and rich in oxidative enzymes (they stain light with the myosin ATPase reaction), and type II fibers are fast-contracting, fatigue-prone, and rich in glycolytic enzymes (these fibers stain darkly). Normal muscle tissue has a random distribution of type I and type II fibers.",HP:0003011,0,Synonym
HP:0012420,Amniotic fluid containing the earliest stools of a mammalian infant.,HP:0001197,0,Synonym
HP:0030157,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) and perceived to originate in the flank.",HP:0025142,0,Definition
HP:0011875,"An anomaly in platelet form, ultrastructure, or intracellular organelles.",HP:0001871,5,Synonym
HP:0041053,A partial or complete breakage of the head.,HP:0000152,2,Synonym
HP:0040127,An abnormality of the composition of sweat or the levels of its components.,HP:0001939,4,Definition
HP:0031062,Applies to an individual who needs help in moving from bed to chair or requires a complete transfer.,HP:0025142,5,Definition
HP:0001311,An abnormality of the function of the electrical signals with which nerve cells communicate with each other or with muscles as measured by electrophysiological investigations.,HP:0000707,1,Synonym
HP:0100886,An abnormality in the placement of the ocular globe (eyeball).,HP:0000478,1,Definition
HP:0012021,Persistence of blood flow through the ductus venosus for longer than the normal time after birth.,HP:0001626,3,Synonym
HP:0020071,The presence of virus in the blood.,HP:0001939,10,Synonym
HP:0025132,A deviation from normal concentration of the hormone estrogen in the blood circulation.,HP:0000818,0,Synonym
HP:0012640,A deviation from the norm of the intracranial pressure.,HP:0000707,5,Synonym
HP:0011437,A medical history of a fetus or child born to a mother with an autoimmune disease.,HP:0001197,0,Synonym
HP:0012309,The presence of amyloid deposition in the superficial dermis.,HP:0001939,13,Synonym
HP:0031101,"Any deviation from the normal range of the antimullerian hormone, a peptide produced by the granulosa cells of follicles. Anti-Mullerian hormone (AMH), also known as Mullerian inhibiting substance, is produced by the granulosa cells of small antral follicles of the ovary. AMH has an inhibiting role in the ovary, contributing to follicular arrest. AMH levels in women are low until the age of 8, rise rapidly until puberty and decline steadily from the age of 25 until menopause, when AMH production ceases.",HP:0000818,0,Definition
HP:0031821,Altered level of the enzyme that catalyzes conversion of hypoxanthine to inosine monophosphate and guanine to guanosine monophosphate via transfer of the 5-phosphoribosyl group from 5-phosphoribosyl 1-pyrophosphate.,HP:0001939,1,Definition
HP:0030637,"Retinal phenotype characterised by cone photoreceptor dysfunction and preserved rod system. The abnormality is typically stationary or very slowly progressive and findings may include reduced central vision, colour vision abnormalities, nystagmus and photophobia.",HP:0000478,2,Synonym
HP:0031898,"Increased amount of stacking of erythrocytes into long chains. Rouleaux (singular: rouleau) is derived from a French word that can refer to a stack of coins put into a cylindircal paper roll. Rouleaux formation is observed with increased serum proteins, particularly fibrinogen and globulins, and represents the cause of increased erythrocte sedimentation rate because rouleaux sediment more readily than isolated red blood cells.",HP:0001871,2,Synonym
HP:0012130,"An anomaly of erythroid lineage cells, that is, of the erythropoietic cells in the lineage leading to and including erythrocytes.",HP:0001871,1,Synonym
HP:0000098,A height above that which is expected according to age and gender norms.,HP:0001507,0,Synonym
HP:0001324,Reduced strength of muscles.,HP:0003011,3,Synonym
HP:0011410,Delivery of a fetus through surgical incisions made through the abdominal wall (laparotomy) and the uterine wall (hysterotomy).,HP:0001197,0,Synonym
HP:0040222,An increased tendency towards thrombosis in the mother during a pregnancy.,HP:0001197,0,Synonym
HP:0003643,Abnormally reduced sulfite oxidase level.,HP:0001939,4,Definition
HP:0008897,Slow or limited growth after birth.,HP:0001507,0,Synonym
HP:0500020,"Abnormal blood test results measuring creatine kinase (CK), CK-MB, troponin (TROPI), myoglobin, and/or cardiac enzymes.",HP:0001626,0,Synonym
HP:0001155,An abnormality affecting one or both hands.,HP:0040064,16,Synonym
HP:0010876,An abnormal level of a circulating protein in the blood.,HP:0001939,5,Definition
HP:0011013,A deviation from the normal concentration of a carbohydrate in the blood circulation.,HP:0001939,2,Definition
HP:0031061,"This term applies to an individual who requires help transferring to the toilet, cleaning self or who uses bedpan or commode.",HP:0025142,6,Definition
HP:0032192,"Hydatidiform mole (HM) is an aberrant human pregnancy with absence of, or abnormal embryonic development, hydropic degeneration of chorionic villi, and excessive proliferation of the trophoblast.",HP:0001197,0,Synonym
HP:0012022,"A congenital defect of the vasculature such that there is a shunt (by-pass) of blood directly from the portal vein to the vena cava (i.e., the blood from the portal vein is not filtered through the liver).",HP:0001626,2,Synonym
HP:0500012,A deviation from the normal circulating concentration of the normal gonadotropin-releasing hormone level secreted from the pituitary gland.,HP:0000818,0,Definition
HP:0040214,An abnormal concentration of insulin in the body.,HP:0000818,5,Definition
HP:0002960,The occurrence of an immune reaction against the organism's own cells or tissues.,HP:0002715,0,Definition
HP:0031218,A state of increased circulating antidiuretic hormone despite hyponatremia and hypo-osmolality with normal or increased plasma volume.,HP:0000818,0,Definition
HP:0000271,An abnormality of the face.,HP:0000152,2,Synonym
HP:0012113,"A deviation from the normal concentration of creatine in the blood circulation. Creatine is a derivative of glycine having methyl and amidino groups attached to the nitrogen. Creatine is naturally produced from amino acids, primarily in liver and kidney, and acts as an energy source for cells, primarly for muscle cells.",HP:0001939,0,Synonym
HP:0011122,Any abnormality of the physiological function of the skin.,HP:0001574,1,Definition
HP:0003326,Pain in muscle.,HP:0025142,7,Definition
HP:0011428,A short femur length is defined as either a measurement below the 2.5th percentile for gestational age or a measurement that is less than 0.9 of that predicted by the measured biparietal diameter. The femur should be measured with the bone perpendicular to the ultrasound beam and with epiphyseal cartilages visible but not included in the measurement (PMID:16100637).,HP:0001197,1,Synonym
HP:0025427,Any anomaly of the function of the bronchi.,HP:0002086,2,Definition
HP:0025431,A type of cry that is abnormal because it is consists of unusually shortened and detached vocalizations.,HP:0001608,1,Synonym
HP:0500018,Abnormal results of exercise on heart function.,HP:0001626,0,Synonym
HP:0003655,"An abnormality of glycoprotein metabolism related to a decreased level of alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity.",HP:0001939,0,Synonym
HP:0410169,Any abnormality of the shoulder muscles.,HP:0003011,0,Definition
HP:0012380,"Reduced carnitine O-palmitoyltransferase level, leading to a reduced activity of the reaction: palmitoyl-CoA + L-carnitine = CoA + L-palmitoylcarnitine.",HP:0001939,0,Definition
HP:0031215,A reduced concentration of dehydroepiandrosterone-sulfate in the blood.,HP:0000818,0,Synonym
HP:0011873,"Abnormal number of platelets per volume of blood. In a healthy adult, a normal platelet count is between 150,000 and 450,000 per microliter of blood.",HP:0001871,7,Synonym
HP:0100000,"An early onset of puberty, in this case early does not refer to precocious.",HP:0000818,3,Definition
HP:0001563,Abnormally increased production of urine by the fetus resulting in polyhydramnios.,HP:0001197,0,Synonym
HP:0032329,An abnormally elevated concentration of 11-deoxycortisol in the urine.,HP:0000818,0,Definition
HP:0003198,A disorder of muscle unrelated to impairment of innervation or neuromuscular junction.,HP:0003011,0,Synonym
HP:0001597,Abnormality of the nail.,HP:0001574,2,Definition
HP:0003492,"An elevated concentration of a gonadotropin hormone (stimulating hormone or luteinizing hormone) in the urine, consistent with the diagnosis of primary hypogonadism.",HP:0000818,0,Definition
HP:0012345,"An anomaly of a glycosylation process, i.e., a process involved in the covalent attachment of a glycosyl residue to a substrate molecule.",HP:0001939,4,Synonym
HP:0410009,Any abnormality of the part of the peripheral nervous system associated with sensation and skeletal muscle voluntary control of body movements.,HP:0000707,0,Synonym
HP:0032655,A reduced concentration of tocopherol in fat tissue.,HP:0001939,3,Synonym
HP:0020193,"An abnormally increased duration of the reptilase time. Reptilase time is a functional plasma clotting assay, which is based on the enzymatic activity of batroxobin. By specifically cleaving fibrinogen A from fibrinogen, batroxobin leads to the formation of a stable fibrin clot. The time, starting from the addition of batroxobin to the plasma sample, until clot formation is the reptilase time and is given in seconds.",HP:0001871,5,Synonym
HP:0003267,An abnormal decrease in orotidine 5'-phosphate decarboxylase level.,HP:0001939,2,Definition
HP:0011121,Any morphological abnormality of the skin.,HP:0001574,1,Definition
HP:0031459,"A tumor (abnormal growth of tissue) that arises from the soft tissue. The most common types are lipomatous (fatty), vascular, smooth muscle, fibrous, and fibrohistiocytic neoplasms.",HP:0002664,1,Synonym
HP:0005982,A reduction in phenylalanine 4-monooxygenase level.,HP:0001939,3,Synonym
HP:0001561,The presence of excess amniotic fluid in the uterus during pregnancy.,HP:0001197,0,Synonym
HP:0011890,Prolonged or protracted bleeding following an invasive procedure or intervention.,HP:0001871,10,Synonym
HP:0020174,Absent or significantly reduced efficacy of drug intervention characterized by lack of measurable benefit or deterioration of disease course.,HP:0001939,12,Definition
HP:0004312,A reticulocyte abnormality.,HP:0001871,0,Synonym
HP:0003552,A condition in which muscles cannot be moved quickly without accompanying pain or spasm.,HP:0003011,0,Synonym
HP:0025231,A structural anomaly of a synovial bursa.,HP:0000924,10,Synonym
HP:0031456,A pregnancy in which the fertilized egg inserts in a location outside of the main cavity of the uterus (usually in the Fallopian tube).,HP:0001197,0,Synonym
HP:0001627,Any structural anomaly of the heart.,HP:0001626,1,Synonym
HP:0020170,High plasma concentration of a drug as compared to previously measured thresholds given the expected concentration for the applied dosage regime.,HP:0001939,2,Definition
HP:0004324,Abnormally increased body weight.,HP:0001507,0,Synonym
HP:0011427,The cisterna magna is measured on a transaxial view of the fetal head angled 15 degrees caudal to the canthomeatal line. The anterior/posterior diameter is taken between the inferior/posterior surface of the vermis of the cerebellum to the inner surface of the cranium. An enlarged cisternal magna is defined by an anterior/posterior diameter of 10 mm or more (PMID:16100637).,HP:0001197,0,Synonym
HP:0011431,"Fifth finger clinodactyly is defined by a hypoplastic or absent mid-phalanx of the fifth digit. Ultrasound identification of the fetal hand must first be undertaken and then appropriate magnification accomplished. The evaluation requires stretching of the 5 fingers. The diagnosis is established when the middle phalanx of the fifth finger is markedly smaller than normal or absent, which often causes the finger to be curved inward (PMID:16100637).",HP:0001197,0,Synonym
HP:3000052,An abnormality of a hyoid bone.,HP:0000924,5,Synonym
